0,No,Field,StarID,RA,Decl,X,Y,V,V_I,I,Vsig,Isig,B_V,B,Bsig
2061,2061,LMC_SC11,336245,5.165264,-68.90431,1981.02,6387.70,,,20.729,,0.349,,,
2062,2062,LMC_SC11,336249,5.164400,-68.90419,1940.49,6388.70,,,20.318,,0.218,,,
2063,2063,LMC_SC11,336250,5.164733,-68.90406,1956.17,6389.80,,,20.412,,0.247,,20.931,0.295
2064,2064,LMC_SC11,336251,5.166097,-68.90411,2020.20,6389.28,,,19.963,,0.291,,20.264,0.532
2065,2065,LMC_SC11,336257,5.163875,-68.90411,1915.77,6389.42,21.770,0.937,20.832,0.477,0.313,,,
2066,2066,LMC_SC11,336258,5.165953,-68.90408,2013.42,6389.49,,,20.565,,0.541,,18.877,0.548
2067,2067,LMC_SC11,336259,5.162858,-68.90386,1867.96,6391.83,,,20.391,,0.579,,,
2068,2068,LMC_SC11,336260,5.165536,-68.90394,1993.86,6390.84,,,20.222,,0.412,,19.944,0.371
2069,2069,LMC_SC11,336269,5.164361,-68.90369,1938.65,6393.17,,,19.965,,0.222,,20.863,0.372
2070,2070,LMC_SC11,336273,5.162542,-68.90339,1853.12,6395.96,,,19.911,,0.300,,,
2071,2071,LMC_SC11,336274,5.163203,-68.90353,1884.15,6394.67,20.176,0.144,20.032,0.078,0.172,0.074,20.250,0.166
2072,2072,LMC_SC11,336275,5.164708,-68.90361,1955.00,6393.82,20.757,0.472,20.286,0.176,0.204,0.462,21.223,0.356
2073,2073,LMC_SC11,336276,5.165464,-68.90344,1990.52,6395.24,20.122,0.233,19.888,0.187,0.179,0.449,20.573,0.332
2074,2074,LMC_SC11,336277,5.165597,-68.90353,1996.79,6394.46,19.761,-0.012,19.773,0.223,0.239,0.244,20.008,0.300
2075,2075,LMC_SC11,336278,5.165767,-68.90358,2004.73,6393.78,20.183,0.016,20.169,0.330,0.270,0.119,20.304,0.475
2076,2076,LMC_SC11,336282,5.163397,-68.90350,1893.33,6394.72,20.060,0.058,20.001,0.213,0.203,0.278,20.340,0.183
2077,2077,LMC_SC11,336283,5.166014,-68.90339,2016.33,6395.52,,,19.534,,0.801,,18.054,0.515
2078,2078,LMC_SC11,336288,5.162494,-68.90339,1850.97,6395.79,,,19.988,,0.326,,,
2079,2079,LMC_SC11,336289,5.165725,-68.90339,2002.72,6395.63,,,20.192,,0.275,,20.477,0.199
2080,2080,LMC_SC11,336294,5.165208,-68.90319,1978.52,6397.32,20.208,0.107,20.101,0.114,0.173,0.437,20.648,0.243
2081,2081,LMC_SC11,336296,5.162850,-68.90303,1867.57,6398.87,,,19.805,,0.488,,,
2082,2082,LMC_SC11,336297,5.164506,-68.90306,1945.50,6398.52,20.383,0.415,19.967,0.195,0.213,0.172,20.557,0.219
2083,2083,LMC_SC11,336299,5.162581,-68.90292,1854.93,6399.85,,,19.780,,0.417,,,
2084,2084,LMC_SC11,336304,5.163753,-68.90294,1910.06,6399.73,20.294,0.175,20.120,0.082,0.184,0.270,20.566,0.214
2085,2085,LMC_SC11,336310,5.163544,-68.90281,1900.27,6400.83,,,20.661,,0.330,,,
2086,2086,LMC_SC11,336311,5.165197,-68.90278,1977.97,6400.97,20.812,0.783,20.028,0.205,0.233,-0.149,20.665,0.191
2087,2087,LMC_SC11,336318,5.162803,-68.90261,1865.36,6402.71,,,19.977,,0.480,,,
2088,2088,LMC_SC11,336319,5.165008,-68.90253,1969.08,6403.13,20.003,0.022,19.982,0.133,0.178,0.019,20.023,0.130
2089,2089,LMC_SC11,336321,5.162583,-68.90244,1855.10,6403.99,20.367,0.881,19.485,0.146,0.204,0.262,20.632,0.149
2090,2090,LMC_SC11,336322,5.162903,-68.90247,1870.08,6403.72,20.544,0.382,20.162,0.105,0.306,0.146,20.693,0.145
2091,2091,LMC_SC11,336323,5.164181,-68.90247,1930.14,6403.62,,,20.302,,0.275,,,
2092,2092,LMC_SC11,336324,5.165436,-68.90242,1989.24,6404.08,,,20.309,,0.264,,21.148,0.461
2093,2093,LMC_SC11,336326,5.162656,-68.90206,1858.51,6407.49,20.322,0.673,19.648,0.097,0.250,0.209,20.533,0.112
2094,2094,LMC_SC11,336327,5.163375,-68.90222,1892.28,6405.89,20.387,0.469,19.918,0.171,0.253,0.175,20.564,0.222
2095,2095,LMC_SC11,336328,5.166389,-68.90228,2033.96,6405.18,20.308,0.449,19.858,0.318,0.215,,,
2096,2096,LMC_SC11,336329,5.166456,-68.90225,2037.07,6405.41,20.562,0.341,20.220,0.175,0.258,0.039,20.603,0.306
2097,2097,LMC_SC11,336332,5.164497,-68.90189,1945.09,6408.68,20.508,0.595,19.912,0.287,0.228,-0.664,19.842,0.319
2098,2098,LMC_SC11,336333,5.164494,-68.90225,1944.94,6405.69,,,20.368,,0.269,,,
2099,2099,LMC_SC11,336334,5.165842,-68.90222,2008.23,6405.61,,,20.115,,0.257,,,
2100,2100,LMC_SC11,336336,5.165189,-68.90208,1977.52,6406.92,,,20.291,,0.304,,20.391,0.211
2101,2101,LMC_SC11,336337,5.166211,-68.90197,2025.65,6407.96,,,20.099,,0.332,,,
2102,2102,LMC_SC11,336342,5.164800,-68.90203,1959.34,6407.48,20.613,0.359,20.253,0.154,0.227,0.237,20.851,0.221
2103,2103,LMC_SC11,336343,5.165547,-68.90192,1994.36,6408.46,20.072,-0.214,20.286,0.229,0.284,0.097,20.169,0.314
2104,2104,LMC_SC11,336347,5.162675,-68.90244,1859.37,6403.97,20.497,0.541,19.956,0.217,0.250,,,
2105,2105,LMC_SC11,336348,5.164081,-68.90192,1925.42,6408.50,,,20.727,,0.267,,,
2106,2106,LMC_SC11,336353,5.165128,-68.90172,1974.73,6410.16,20.751,0.553,20.199,0.288,0.265,0.676,21.431,0.487
2107,2107,LMC_SC11,336355,5.164431,-68.90161,1941.99,6411.14,,,19.902,,0.193,,20.969,0.379
2108,2108,LMC_SC11,336356,5.166147,-68.90158,2022.57,6411.17,,,19.880,,0.264,,20.675,0.561
2109,2109,LMC_SC11,336357,5.166442,-68.90167,2036.44,6410.39,20.547,0.461,20.085,0.389,0.282,-0.426,20.120,0.395
2110,2110,LMC_SC11,336363,5.165011,-68.90164,1969.27,6410.97,20.667,0.355,20.311,0.184,0.227,0.374,21.043,0.261
2111,2111,LMC_SC11,336364,5.165944,-68.90150,2013.04,6412.01,20.598,0.698,19.899,0.337,0.273,0.313,20.913,0.467
2112,2112,LMC_SC11,336373,5.162753,-68.90111,1863.13,6415.60,,,20.323,,0.242,,,
2113,2113,LMC_SC11,336374,5.163919,-68.90100,1917.88,6416.47,20.719,0.680,20.038,0.273,0.238,-0.017,20.703,0.293
2114,2114,LMC_SC11,336375,5.165511,-68.90119,1992.73,6414.62,20.728,0.634,20.093,0.321,0.453,-0.179,20.550,0.404
2115,2115,LMC_SC11,336376,5.165867,-68.90122,2009.48,6414.31,,,20.491,,0.305,,,
2116,2116,LMC_SC11,336382,5.164128,-68.90094,1927.68,6417.00,20.361,0.202,20.159,0.163,0.201,0.482,20.845,0.314
2117,2117,LMC_SC11,336383,5.166128,-68.90119,2021.76,6414.51,,,20.350,,0.317,,,
2118,2118,LMC_SC11,336384,5.166311,-68.90097,2030.32,6416.65,,,19.856,,0.205,,20.285,0.276
2119,2119,LMC_SC11,336385,5.166392,-68.90111,2034.08,6415.23,,,21.038,,0.444,,,
2120,2120,LMC_SC11,336389,5.165414,-68.90081,1988.15,6418.05,20.138,0.192,19.945,0.489,0.319,0.483,20.624,0.446
2121,2121,LMC_SC11,336390,5.165739,-68.90086,2003.44,6417.56,,,20.360,,0.256,,,
2122,2122,LMC_SC11,336391,5.165847,-68.90097,2008.53,6416.52,,,20.304,,0.354,,,
2123,2123,LMC_SC11,336392,5.166056,-68.90103,2018.33,6416.17,,,20.032,,0.357,,,
2124,2124,LMC_SC11,336393,5.166186,-68.90108,2024.44,6415.49,20.462,0.253,20.209,0.400,0.343,0.328,20.792,0.397
2125,2125,LMC_SC11,336396,5.165164,-68.90086,1976.46,6417.53,,,20.784,,0.316,,,
2126,2126,LMC_SC11,336403,5.163133,-68.90072,1881.01,6419.04,,,19.958,,0.168,,,
2127,2127,LMC_SC11,336404,5.166653,-68.90061,2046.45,6419.57,20.095,0.405,19.689,0.274,0.278,,,
2128,2128,LMC_SC11,336406,5.165572,-68.90058,1995.64,6419.90,20.552,0.195,20.357,0.235,0.290,-0.130,20.422,0.337
2129,2129,LMC_SC11,336410,5.162550,-68.90053,1853.50,6420.78,,,20.879,,0.311,,21.615,0.382
2130,2130,LMC_SC11,336411,5.163808,-68.90039,1912.75,6421.87,20.124,0.399,19.725,0.277,0.179,0.351,20.478,0.256
2131,2131,LMC_SC11,336412,5.164253,-68.90033,1933.57,6422.21,20.330,0.098,20.232,0.321,0.207,0.272,20.604,0.241
2132,2132,LMC_SC11,336415,5.163200,-68.90022,1884.14,6423.45,20.306,0.245,20.061,0.198,0.257,0.259,20.567,0.157
2133,2133,LMC_SC11,336416,5.165158,-68.90031,1976.10,6422.50,20.782,0.574,20.207,0.223,0.233,,,
2134,2134,LMC_SC11,336422,5.164475,-68.90003,1944.08,6424.92,,,20.168,,0.262,,,
2135,2135,LMC_SC11,336425,5.165050,-68.89986,1971.06,6426.46,20.034,0.126,19.908,0.119,0.172,,,
2136,2136,LMC_SC11,336426,5.165506,-68.89994,1992.52,6425.61,,,20.136,,0.217,,,
2137,2137,LMC_SC11,336428,5.163528,-68.89967,1899.46,6428.10,20.087,0.388,19.698,0.247,0.273,-0.260,19.827,0.215
2138,2138,LMC_SC11,336429,5.163806,-68.89983,1912.64,6426.82,,,20.387,,0.343,,20.393,0.346
2139,2139,LMC_SC11,336430,5.165592,-68.89989,1996.55,6426.00,,,20.595,,0.284,,,
2140,2140,LMC_SC11,336431,5.165919,-68.89978,2011.99,6427.00,,,20.196,,0.266,,20.432,0.248
2141,2141,LMC_SC11,336437,5.164292,-68.89958,1935.46,6428.74,,,20.569,,0.273,,,
2142,2142,LMC_SC11,336438,5.164625,-68.89975,1951.09,6427.26,20.947,0.388,20.558,0.221,0.277,,,
2143,2143,LMC_SC11,336445,5.162403,-68.89947,1846.60,6429.85,21.036,0.272,20.764,0.509,0.378,,,
2144,2144,LMC_SC11,336446,5.163269,-68.89953,1887.42,6429.52,20.636,0.444,20.191,0.207,0.214,,,
2145,2145,LMC_SC11,336447,5.165039,-68.89947,1970.53,6429.83,,,20.598,,0.281,,20.940,0.391
2146,2146,LMC_SC11,336448,5.165631,-68.89953,1998.37,6429.10,20.911,0.733,20.177,0.289,0.247,-0.883,20.025,0.254
2147,2147,LMC_SC11,336453,5.163886,-68.89911,1916.38,6432.92,19.568,-0.219,19.787,0.247,0.250,0.191,19.759,0.133
2148,2148,LMC_SC11,336454,5.165753,-68.89925,2004.15,6431.51,,,19.978,,0.280,,,
2149,2149,LMC_SC11,336461,5.162561,-68.89931,1854.12,6431.41,,,20.737,,0.292,,,
2150,2150,LMC_SC11,336463,5.165547,-68.89903,1994.40,6433.44,20.729,0.965,19.763,0.284,0.150,,,
2151,2151,LMC_SC11,336466,5.163092,-68.89908,1879.00,6433.40,21.575,1.236,20.338,0.312,0.244,,,
2152,2152,LMC_SC11,336467,5.163819,-68.89883,1913.18,6435.41,20.114,-0.879,20.994,0.223,0.608,,,
2153,2153,LMC_SC11,336469,5.163261,-68.89881,1887.02,6435.61,19.872,0.135,19.737,0.090,0.145,0.109,19.981,0.092
2154,2154,LMC_SC11,336470,5.164533,-68.89892,1946.76,6434.71,20.911,0.433,20.477,0.260,0.233,,,
2155,2155,LMC_SC11,336471,5.164889,-68.89897,1963.55,6434.13,20.897,0.389,20.507,0.207,0.247,0.303,21.202,0.220
2156,2156,LMC_SC11,336473,5.162844,-68.89869,1867.43,6436.66,20.468,0.384,20.083,0.212,0.211,,,
2157,2157,LMC_SC11,336474,5.165769,-68.89875,2004.94,6436.00,,,19.800,,0.567,,19.304,0.567
2158,2158,LMC_SC11,336475,5.166103,-68.89861,2020.55,6437.17,19.647,0.080,19.567,0.223,0.346,-0.234,19.412,0.225
2159,2159,LMC_SC11,336480,5.163889,-68.89817,1916.57,6441.31,19.602,0.118,19.485,0.255,0.333,0.125,19.729,0.139
2160,2160,LMC_SC11,336481,5.164128,-68.89856,1927.74,6437.72,20.005,-0.188,20.194,0.350,0.281,-0.157,19.848,0.178
2161,2161,LMC_SC11,336487,5.162992,-68.89844,1874.28,6438.96,20.436,0.308,20.128,0.213,0.221,0.509,20.948,0.190
2162,2162,LMC_SC11,336488,5.166622,-68.89883,2045.03,6435.09,,,19.610,,0.497,,,
2163,2163,LMC_SC11,336495,5.164006,-68.89794,1921.97,6443.04,19.414,-0.378,19.792,0.194,0.255,0.950,20.367,0.221
2164,2164,LMC_SC11,336496,5.165450,-68.89831,1989.88,6439.92,20.655,0.443,20.211,0.190,0.227,0.300,20.958,0.253
2165,2165,LMC_SC11,336497,5.166158,-68.89831,2023.25,6439.88,20.632,0.602,20.030,0.370,0.360,0.602,21.237,0.446
2166,2166,LMC_SC11,336503,5.166097,-68.89806,2020.29,6441.98,,,20.446,,0.476,,20.021,0.911
2167,2167,LMC_SC11,336511,5.165731,-68.89792,2003.05,6443.21,19.945,0.151,19.794,0.217,0.228,-0.304,19.639,0.231
2168,2168,LMC_SC11,336512,5.165917,-68.89778,2011.86,6444.28,20.939,0.356,20.582,0.368,0.384,,,
2169,2169,LMC_SC11,336518,5.163825,-68.89772,1913.57,6445.02,19.583,-0.260,19.844,0.221,0.413,0.355,19.938,0.216
2170,2170,LMC_SC11,336519,5.165231,-68.89775,1979.56,6444.61,20.718,0.607,20.111,0.270,0.198,0.006,20.725,0.276
2171,2171,LMC_SC11,336520,5.165286,-68.89794,1982.20,6443.07,,,20.455,,0.308,,,
2172,2172,LMC_SC11,336523,5.163553,-68.89778,1900.67,6444.55,19.603,0.107,19.495,0.264,0.361,-0.095,19.507,0.148
2173,2173,LMC_SC11,336524,5.163739,-68.89769,1909.52,6445.25,19.155,0.049,19.105,0.153,0.393,0.353,19.509,0.156
2174,2174,LMC_SC11,336525,5.164047,-68.89761,1924.03,6445.96,19.177,-0.346,19.523,0.180,0.368,0.641,19.821,0.410
2175,2175,LMC_SC11,336529,5.163972,-68.89758,1920.43,6446.19,19.535,-0.141,19.676,0.219,0.414,-0.205,19.327,0.481
2176,2176,LMC_SC11,336530,5.165789,-68.89753,2005.83,6446.50,20.608,0.681,19.926,0.241,0.206,0.323,20.934,0.304
2177,2177,LMC_SC11,336534,5.163903,-68.89747,1917.15,6447.20,19.691,-0.077,19.769,0.348,0.314,,,
2178,2178,LMC_SC11,336535,5.164214,-68.89750,1931.76,6446.96,19.355,-0.682,20.037,0.308,0.336,,,
2179,2179,LMC_SC11,336538,5.166472,-68.89717,2038.02,6449.56,,,20.391,,0.736,,,
2180,2180,LMC_SC11,336543,5.162919,-68.89728,1870.93,6449.00,,,20.162,,0.194,,,
2181,2181,LMC_SC11,336544,5.165292,-68.89719,1982.44,6449.58,,,20.163,,0.207,,21.209,0.435
2182,2182,LMC_SC11,336548,5.163636,-68.89725,1904.66,6449.24,20.030,-0.065,20.095,0.299,0.554,,,
2183,2183,LMC_SC11,336555,5.163997,-68.89700,1921.65,6451.30,,,17.086,,0.307,,17.747,0.445
2184,2184,LMC_SC11,336556,5.164169,-68.89722,1929.69,6449.48,,,19.657,,0.390,,20.301,0.304
2185,2185,LMC_SC11,336557,5.165211,-68.89714,1978.75,6450.10,,,20.765,,0.300,,,
2186,2186,LMC_SC11,336560,5.163775,-68.89711,1911.19,6450.46,19.482,0.164,19.317,0.218,0.409,0.450,19.934,0.232
2187,2187,LMC_SC11,336561,5.163894,-68.89703,1916.82,6451.21,19.280,0.227,19.052,0.274,0.526,,,
2188,2188,LMC_SC11,336562,5.164097,-68.89689,1926.37,6452.21,19.091,0.018,19.074,0.292,0.342,0.041,19.134,0.356
2189,2189,LMC_SC11,336563,5.166244,-68.89689,2027.25,6452.05,19.780,-0.235,20.015,0.204,0.260,,,
2190,2190,LMC_SC11,336568,5.165072,-68.89686,1972.21,6452.48,21.350,0.673,20.675,0.265,0.285,,,
2191,2191,LMC_SC11,336569,5.166125,-68.89681,2021.62,6452.86,20.987,0.541,20.446,0.368,0.411,-0.820,20.165,0.267
2192,2192,LMC_SC11,336573,5.163800,-68.89672,1912.31,6453.83,19.662,-0.093,19.753,0.224,0.227,0.722,20.385,0.236
2193,2193,LMC_SC11,336574,5.163858,-68.89667,1915.08,6454.35,19.516,0.082,19.434,0.215,0.367,-0.192,19.324,0.308
2194,2194,LMC_SC11,336577,5.162831,-68.89656,1866.83,6455.29,20.711,0.374,20.337,0.189,0.220,,,
2195,2195,LMC_SC11,336578,5.163744,-68.89667,1909.80,6454.18,19.472,-0.142,19.615,0.294,0.291,0.085,19.557,0.211
2196,2196,LMC_SC11,336579,5.164031,-68.89661,1923.23,6454.65,18.792,-0.585,19.378,0.415,0.546,0.725,19.520,0.600
2197,2197,LMC_SC11,336580,5.165553,-68.89658,1994.73,6454.75,20.186,0.089,20.097,0.104,0.179,-0.029,20.157,0.168
2198,2198,LMC_SC11,336581,5.162653,-68.89647,1858.41,6456.16,,,20.452,,0.284,,,
2199,2199,LMC_SC11,336582,5.163119,-68.89644,1880.33,6456.15,19.961,-0.014,19.974,0.136,0.223,-0.098,19.863,0.120
2200,2200,LMC_SC11,336583,5.163942,-68.89656,1918.99,6455.24,,,19.371,,0.392,,19.211,0.597
2201,2201,LMC_SC11,336584,5.165797,-68.89639,2006.25,6456.56,19.835,-0.302,20.137,0.169,0.326,0.623,20.460,0.237
2202,2202,LMC_SC11,336585,5.166639,-68.89647,2045.89,6455.72,,,19.681,,0.791,,,
2203,2203,LMC_SC11,336591,5.162900,-68.89644,1870.07,6456.40,,,20.513,,0.264,,21.217,0.307
2204,2204,LMC_SC11,336594,5.164161,-68.89633,1929.32,6457.06,19.818,-0.080,19.898,0.287,0.274,0.516,20.336,0.304
2205,2205,LMC_SC11,336596,5.162406,-68.89617,1846.79,6458.71,,,20.565,,0.306,,20.815,0.261
2206,2206,LMC_SC11,336597,5.164736,-68.89619,1956.36,6458.37,19.649,-0.328,19.977,0.131,0.229,0.109,19.757,0.149
2207,2207,LMC_SC11,336598,5.163944,-68.89611,1919.16,6459.18,,,19.269,,0.401,,19.799,0.382
2208,2208,LMC_SC11,336599,5.164517,-68.89606,1946.07,6459.63,,,20.953,,0.323,,,
2209,2209,LMC_SC11,336600,5.166628,-68.89581,2045.39,6461.59,,,19.321,,0.392,,,
2210,2210,LMC_SC11,336605,5.162942,-68.89589,1872.06,6461.16,20.297,0.093,20.205,0.113,0.216,0.176,20.475,0.142
2211,2211,LMC_SC11,336606,5.165792,-68.89575,2006.00,6461.97,,,20.276,,0.288,,20.942,0.258
2212,2212,LMC_SC11,336607,5.165944,-68.89589,2013.21,6460.82,,,20.187,,0.205,,20.457,0.213
2213,2213,LMC_SC11,336610,5.163681,-68.89586,1906.76,6461.22,20.647,0.472,20.174,0.282,0.241,,,
2214,2214,LMC_SC11,336611,5.164231,-68.89556,1932.59,6464.02,19.479,-0.154,19.633,0.209,0.180,0.463,19.944,0.187
2215,2215,LMC_SC11,336612,5.164653,-68.89575,1952.51,6462.28,20.141,0.259,19.881,0.170,0.143,0.591,20.735,0.204
2216,2216,LMC_SC11,336622,5.163036,-68.89558,1876.47,6463.69,20.750,0.284,20.465,0.161,0.244,0.255,21.007,0.218
2217,2217,LMC_SC11,336623,5.164756,-68.89544,1957.31,6464.82,20.005,0.051,19.955,0.096,0.154,-0.001,20.004,0.082
2218,2218,LMC_SC11,336624,5.165050,-68.89556,1971.15,6463.71,20.685,0.498,20.186,0.154,0.173,0.331,21.018,0.169
2219,2219,LMC_SC11,336625,5.165739,-68.89556,2003.58,6463.77,,,20.389,,0.264,,20.718,0.297
2220,2220,LMC_SC11,336626,5.166119,-68.89542,2021.39,6464.85,20.392,0.143,20.249,0.267,0.310,,,
2221,2221,LMC_SC11,336630,5.162481,-68.89544,1850.39,6465.05,20.531,0.242,20.288,0.127,0.245,0.272,20.804,0.163
2222,2222,LMC_SC11,336634,5.165861,-68.89522,2009.27,6466.65,,,20.124,,0.239,,,
2223,2223,LMC_SC11,336640,5.163025,-68.89503,1875.91,6468.55,20.254,0.226,20.027,0.131,0.201,0.315,20.571,0.124
2224,2224,LMC_SC11,336641,5.163650,-68.89514,1905.32,6467.53,20.576,0.139,20.437,0.292,0.240,,,
2225,2225,LMC_SC11,336647,5.164644,-68.89500,1952.05,6468.70,,,20.228,,0.204,,,
2226,2226,LMC_SC11,336648,5.165153,-68.89500,1975.96,6468.68,21.548,0.910,20.637,0.343,0.269,,,
2227,2227,LMC_SC11,336651,5.163867,-68.89478,1915.51,6470.64,,,20.628,,0.291,,21.035,0.314
2228,2228,LMC_SC11,336652,5.164703,-68.89489,1954.89,6469.70,20.797,0.333,20.462,0.236,0.266,0.555,21.355,0.388
2229,2229,LMC_SC11,336653,5.165350,-68.89478,1985.27,6470.56,20.267,0.372,19.894,0.157,0.170,0.642,20.913,0.362
2230,2230,LMC_SC11,336657,5.163197,-68.89458,1884.02,6472.43,20.415,0.788,19.627,0.210,0.245,,,
2231,2231,LMC_SC11,336658,5.166242,-68.89461,2027.21,6472.00,20.173,0.308,19.865,0.093,0.173,0.006,20.179,0.120
2232,2232,LMC_SC11,336659,5.166475,-68.89464,2038.12,6471.62,20.333,0.232,20.100,0.131,0.175,,,
2233,2233,LMC_SC11,336664,5.163147,-68.89442,1881.67,6473.90,,,19.834,,0.212,,20.971,0.216
2234,2234,LMC_SC11,336665,5.163336,-68.89447,1890.62,6473.31,,,20.539,,0.375,,,
2235,2235,LMC_SC11,336666,5.165428,-68.89450,1988.94,6472.88,20.858,0.551,20.306,0.236,0.247,1.120,21.984,0.695
2236,2236,LMC_SC11,336667,5.166181,-68.89453,2024.36,6472.63,,,20.820,,0.380,,,
2237,2237,LMC_SC11,336673,5.162939,-68.89442,1871.94,6473.81,20.409,0.435,19.975,0.192,0.255,-0.104,20.306,0.182
2238,2238,LMC_SC11,336674,5.163253,-68.89414,1886.70,6476.30,,,19.913,,0.465,,,
2239,2239,LMC_SC11,336675,5.164344,-68.89442,1937.98,6473.70,,,20.957,,0.353,,,
2240,2240,LMC_SC11,336677,5.162606,-68.89439,1856.20,6474.29,,,20.554,,0.273,,,
2241,2241,LMC_SC11,336678,5.163894,-68.89419,1916.84,6475.74,20.189,0.276,19.913,0.299,0.253,0.165,20.356,0.308
2242,2242,LMC_SC11,336683,5.162881,-68.89403,1869.17,6477.24,20.519,0.420,20.099,0.196,0.299,0.090,20.611,0.309
2243,2243,LMC_SC11,336684,5.163106,-68.89414,1879.76,6476.25,20.107,0.491,19.615,0.198,0.330,0.154,20.263,0.166
2244,2244,LMC_SC11,336689,5.165983,-68.89400,2015.06,6477.35,,,20.562,,0.287,,,
2245,2245,LMC_SC11,336690,5.166072,-68.89394,2019.30,6477.77,,,20.549,,0.299,,,
2246,2246,LMC_SC11,336692,5.163892,-68.89378,1916.67,6479.30,,,19.905,,0.269,,,
2247,2247,LMC_SC11,336693,5.165644,-68.89378,1999.17,6479.31,20.581,0.295,20.285,0.253,0.232,-0.161,20.420,0.209
2248,2248,LMC_SC11,336699,5.162511,-68.89364,1851.76,6480.69,21.147,0.431,20.715,0.267,0.282,,,
2249,2249,LMC_SC11,336700,5.163039,-68.89339,1876.61,6482.79,20.778,1.250,19.526,0.298,0.261,,,
2250,2250,LMC_SC11,336701,5.163097,-68.89367,1879.42,6480.54,,,19.296,,0.596,,,
2251,2251,LMC_SC11,336702,5.165550,-68.89342,1994.71,6482.36,20.083,-0.050,20.133,0.249,0.271,1.445,21.535,0.519
2252,2252,LMC_SC11,336703,5.166139,-68.89367,2022.32,6480.21,19.708,-0.641,20.351,0.232,0.308,,,
2253,2253,LMC_SC11,336705,5.162983,-68.89361,1874.00,6480.87,,,20.512,,0.396,,,
2254,2254,LMC_SC11,336706,5.163353,-68.89347,1891.34,6482.17,,,19.890,,0.470,,,
2255,2255,LMC_SC11,336707,5.163653,-68.89358,1905.42,6481.01,,,20.631,,0.542,,,
2256,2256,LMC_SC11,336713,5.163792,-68.89342,1912.06,6482.64,,,19.047,,0.433,,18.813,0.326
2257,2257,LMC_SC11,336714,5.166306,-68.89328,2030.16,6483.43,20.003,0.263,19.740,0.104,0.138,0.046,20.049,0.141
2258,2258,LMC_SC11,336716,5.162575,-68.89328,1854.85,6483.79,21.114,0.688,20.425,0.233,0.238,,,
2259,2259,LMC_SC11,336717,5.165114,-68.89319,1974.21,6484.34,21.564,1.381,20.181,0.345,0.206,,,
2260,2260,LMC_SC11,336718,5.166208,-68.89319,2025.63,6484.15,,,20.369,,0.249,,21.466,0.413
2261,2261,LMC_SC11,336719,5.166617,-68.89319,2044.89,6484.30,20.838,0.636,20.200,0.188,0.236,,,
2262,2262,LMC_SC11,336724,5.165731,-68.89303,2003.25,6485.79,20.754,0.477,20.278,0.287,0.262,,,
2263,2263,LMC_SC11,336727,5.163097,-68.89303,1879.34,6486.09,,,19.439,,0.366,,,
2264,2264,LMC_SC11,336728,5.163781,-68.89303,1911.44,6486.00,19.454,0.135,19.319,0.333,0.293,-0.642,18.809,0.337
2265,2265,LMC_SC11,336731,5.163017,-68.89317,1875.58,6484.81,,,20.068,,0.324,,,
2266,2266,LMC_SC11,336734,5.163167,-68.89281,1882.67,6487.88,,,19.631,,0.543,,,
2267,2267,LMC_SC11,336735,5.163297,-68.89281,1888.73,6487.98,,,20.388,,0.532,,,
2268,2268,LMC_SC11,336739,5.163008,-68.89269,1875.19,6488.91,21.867,1.314,20.552,0.438,0.333,,,
2269,2269,LMC_SC11,336740,5.164719,-68.89269,1955.70,6488.81,,,20.521,,0.255,,21.216,0.265
2270,2270,LMC_SC11,336746,5.162567,-68.89253,1854.47,6490.42,21.017,0.546,20.470,0.239,0.259,0.679,21.700,0.423
2271,2271,LMC_SC11,336756,5.163461,-68.89203,1896.53,6494.60,20.070,0.026,20.045,0.300,0.290,0.711,20.785,0.348
2272,2272,LMC_SC11,336757,5.164183,-68.89211,1930.51,6493.87,,,20.679,,0.295,,,
2273,2273,LMC_SC11,336758,5.165275,-68.89203,1981.82,6494.41,20.378,0.148,20.229,0.419,0.310,0.480,20.860,0.391
2274,2274,LMC_SC11,336759,5.166467,-68.89200,2037.85,6494.73,20.186,0.481,19.704,0.201,0.160,,,
2275,2275,LMC_SC11,336764,5.162625,-68.89203,1857.21,6494.68,,,20.233,,0.221,,,
2276,2276,LMC_SC11,336765,5.165961,-68.89189,2014.00,6495.71,19.924,0.340,19.583,0.204,0.224,0.152,20.077,0.235
2277,2277,LMC_SC11,336768,5.163869,-68.89181,1915.67,6496.60,,,20.080,,0.263,,20.757,0.267
2278,2278,LMC_SC11,336770,5.163525,-68.89167,1899.51,6497.94,20.189,0.110,20.079,0.446,0.258,-0.408,19.779,0.411
2279,2279,LMC_SC11,336771,5.163747,-68.89169,1909.99,6497.59,,,20.087,,0.583,,20.006,0.841
2280,2280,LMC_SC11,336772,5.164869,-68.89175,1962.65,6497.01,20.258,0.045,20.213,0.213,0.218,0.221,20.480,0.232
2281,2281,LMC_SC11,336773,5.165664,-68.89164,2000.02,6497.94,20.025,0.109,19.915,0.223,0.191,0.287,20.313,0.244
2282,2282,LMC_SC11,336779,5.162406,-68.89169,1846.90,6497.61,20.684,0.144,20.541,0.136,0.262,0.702,21.390,0.357
2283,2283,LMC_SC11,336782,5.163092,-68.89156,1879.18,6498.79,20.575,0.735,19.838,0.103,0.168,,,
2284,2284,LMC_SC11,336783,5.165933,-68.89144,2012.76,6499.55,,,19.646,,0.319,,19.771,0.267
