0,No,Field,StarID,RA,Decl,X,Y,V,V_I,I,Vsig,Isig,B_V,B,Bsig
2285,2285,LMC_SC11,336786,5.162806,-68.89139,1865.72,6500.29,,,20.411,,0.230,,,
2286,2286,LMC_SC11,336787,5.165333,-68.89142,1984.51,6499.75,19.872,-0.658,20.530,0.331,0.353,0.602,20.475,0.349
2287,2287,LMC_SC11,336790,5.165119,-68.89125,1974.52,6501.29,20.171,-0.266,20.437,0.340,0.412,0.044,20.214,0.264
2288,2288,LMC_SC11,336792,5.164981,-68.89119,1967.97,6501.90,,,19.152,,0.390,,,
2289,2289,LMC_SC11,336793,5.165722,-68.89103,2002.85,6503.10,19.591,-0.241,19.832,0.234,0.207,0.408,20.000,0.292
2290,2290,LMC_SC11,336799,5.163683,-68.89108,1907.00,6502.92,,,20.250,,0.453,,20.608,0.626
2291,2291,LMC_SC11,336800,5.166136,-68.89100,2022.36,6503.47,19.645,-0.128,19.773,0.222,0.576,1.125,20.775,0.368
2292,2292,LMC_SC11,336803,5.162736,-68.89100,1862.38,6503.75,,,20.628,,0.276,,,
2293,2293,LMC_SC11,336804,5.164850,-68.89078,1961.82,6505.52,19.729,-0.486,20.215,0.287,0.359,1.647,21.382,0.460
2294,2294,LMC_SC11,336809,5.162828,-68.89086,1866.70,6504.80,20.421,0.256,20.165,0.143,0.193,0.125,20.547,0.109
2295,2295,LMC_SC11,336810,5.164297,-68.89056,1935.85,6507.37,19.410,0.194,19.214,0.350,0.274,,,
2296,2296,LMC_SC11,336811,5.164244,-68.89072,1933.36,6505.90,19.795,0.338,19.456,0.124,0.222,0.173,19.970,0.258
2297,2297,LMC_SC11,336812,5.165975,-68.89086,2014.73,6504.52,,,19.862,,0.609,,20.535,0.373
2298,2298,LMC_SC11,336816,5.163047,-68.89083,1877.10,6505.07,20.752,0.242,20.510,0.220,0.250,0.075,20.828,0.191
2299,2299,LMC_SC11,336821,5.164153,-68.89064,1929.05,6506.80,19.352,0.017,19.335,0.139,0.224,0.182,19.535,0.119
2300,2300,LMC_SC11,336822,5.164417,-68.89061,1941.48,6507.01,19.915,0.197,19.717,0.205,0.288,0.236,20.152,0.243
2301,2301,LMC_SC11,336823,5.166392,-68.89064,2034.36,6506.56,,,20.143,,0.273,,,
2302,2302,LMC_SC11,336832,5.166067,-68.89044,2019.01,6508.28,19.519,-0.074,19.593,0.217,0.411,0.689,20.211,0.271
2303,2303,LMC_SC11,336834,5.163675,-68.89039,1906.57,6508.93,19.852,-0.019,19.870,0.206,0.176,0.392,20.245,0.221
2304,2304,LMC_SC11,336835,5.163617,-68.89047,1903.84,6508.29,,,20.052,,0.295,,20.475,0.239
2305,2305,LMC_SC11,336836,5.164822,-68.89022,1960.52,6510.24,19.725,-0.374,20.098,0.171,0.316,,,
2306,2306,LMC_SC11,336837,5.165975,-68.89042,2014.68,6508.43,19.611,-0.319,19.929,0.212,0.408,0.559,20.172,0.294
2307,2307,LMC_SC11,336838,5.166367,-68.89033,2033.11,6509.10,19.777,-0.155,19.932,0.306,0.236,,,
2308,2308,LMC_SC11,336845,5.162806,-68.89028,1865.69,6510.00,20.413,0.002,20.411,0.147,0.224,0.088,20.500,0.133
2309,2309,LMC_SC11,336846,5.164211,-68.88997,1931.78,6512.44,19.304,-0.614,19.918,0.128,0.253,,,
2310,2310,LMC_SC11,336847,5.164250,-68.89014,1933.58,6510.96,19.638,0.381,19.257,0.276,0.439,,,
2311,2311,LMC_SC11,336848,5.164747,-68.88994,1956.94,6512.67,19.814,0.472,19.343,0.387,0.258,0.483,20.300,0.326
2312,2312,LMC_SC11,336849,5.164925,-68.88994,1965.38,6512.67,19.885,-0.216,20.100,0.233,0.277,0.767,20.653,0.273
2313,2313,LMC_SC11,336850,5.165000,-68.88989,1968.93,6513.04,19.839,0.098,19.741,0.252,0.228,0.651,20.493,0.261
2314,2314,LMC_SC11,336851,5.164967,-68.89019,1967.25,6510.60,19.482,-0.291,19.773,0.187,0.349,0.661,20.145,0.222
2315,2315,LMC_SC11,336852,5.166189,-68.89033,2024.79,6509.20,,,20.122,,0.400,,19.848,0.179
2316,2316,LMC_SC11,336853,5.166558,-68.89025,2042.19,6509.81,20.719,0.354,20.364,0.435,0.398,,,
2317,2317,LMC_SC11,336856,5.162558,-68.89025,1854.00,6510.29,,,20.348,,0.330,,21.323,0.527
2318,2318,LMC_SC11,336857,5.162700,-68.89014,1860.71,6511.17,20.412,0.176,20.236,0.129,0.229,0.169,20.582,0.168
2319,2319,LMC_SC11,336858,5.164150,-68.88997,1928.88,6512.62,19.483,0.156,19.325,0.217,0.248,0.879,20.366,0.247
2320,2320,LMC_SC11,336859,5.164364,-68.89014,1938.98,6511.13,19.065,-0.680,19.746,0.119,0.247,,,
2321,2321,LMC_SC11,336860,5.164572,-68.89022,1948.77,6510.34,20.589,0.579,20.009,0.178,0.178,0.262,20.853,0.203
2322,2322,LMC_SC11,336861,5.165292,-68.89006,1982.54,6511.63,20.301,0.120,20.181,0.251,0.245,,,
2323,2323,LMC_SC11,336867,5.162428,-68.88983,1847.93,6513.87,19.720,-0.197,19.918,0.173,0.240,0.192,19.912,0.309
2324,2324,LMC_SC11,336868,5.165072,-68.88992,1972.28,6513.00,19.773,0.191,19.581,0.333,0.314,0.456,20.231,0.194
2325,2325,LMC_SC11,336870,5.164264,-68.88950,1934.30,6516.60,19.485,-0.097,19.583,0.172,0.255,,,
2326,2326,LMC_SC11,336871,5.165494,-68.88981,1992.15,6513.79,21.023,0.519,20.504,0.372,0.250,0.001,21.026,0.266
2327,2327,LMC_SC11,336872,5.166458,-68.88992,2037.46,6512.78,20.177,-0.033,20.209,0.267,0.266,,,
2328,2328,LMC_SC11,336877,5.162794,-68.88969,1865.15,6515.11,20.762,0.277,20.485,0.207,0.272,,,
2329,2329,LMC_SC11,336878,5.162894,-68.88969,1869.91,6515.11,20.534,0.337,20.197,0.179,0.209,0.152,20.688,0.189
2330,2330,LMC_SC11,336879,5.163114,-68.88972,1880.13,6514.72,20.829,0.299,20.530,0.211,0.263,0.320,21.152,0.555
2331,2331,LMC_SC11,336880,5.164100,-68.88931,1926.50,6518.41,19.416,-0.545,19.962,0.157,0.240,,,
2332,2332,LMC_SC11,336881,5.164764,-68.88964,1957.78,6515.39,20.099,0.276,19.823,0.383,0.289,-0.523,19.576,0.126
2333,2333,LMC_SC11,336882,5.164872,-68.88953,1962.86,6516.28,19.711,0.129,19.582,0.181,0.194,0.244,19.956,0.213
2334,2334,LMC_SC11,336883,5.164939,-68.88942,1965.97,6517.20,19.897,-0.232,20.127,0.181,0.270,,,
2335,2335,LMC_SC11,336886,5.164172,-68.88933,1929.92,6518.05,,,20.244,,0.324,,,
2336,2336,LMC_SC11,336895,5.163811,-68.88931,1913.00,6518.45,20.148,0.030,20.118,0.256,0.192,-0.309,19.836,0.132
2337,2337,LMC_SC11,336896,5.164042,-68.88928,1923.82,6518.50,19.649,0.308,19.341,0.218,0.288,0.695,20.348,0.362
2338,2338,LMC_SC11,336897,5.165003,-68.88928,1969.08,6518.56,,,20.718,,0.379,,,
2339,2339,LMC_SC11,336901,5.164789,-68.88922,1958.94,6518.87,19.769,-0.263,20.031,0.264,0.310,0.254,20.022,0.187
2340,2340,LMC_SC11,336904,5.164222,-68.88872,1932.30,6523.37,19.413,-0.247,19.661,0.178,0.312,0.723,20.139,0.242
2341,2341,LMC_SC11,336905,5.166103,-68.88914,2020.76,6519.47,,,20.189,,0.325,,,
2342,2342,LMC_SC11,336908,5.163006,-68.88900,1875.09,6521.07,20.867,0.312,20.554,0.230,0.265,,,
2343,2343,LMC_SC11,336909,5.163197,-68.88897,1884.10,6521.36,20.063,0.211,19.852,0.127,0.175,0.294,20.359,0.155
2344,2344,LMC_SC11,336910,5.164161,-68.88869,1929.42,6523.66,19.163,-0.059,19.221,0.253,0.340,0.008,19.171,0.102
2345,2345,LMC_SC11,336911,5.164258,-68.88906,1934.04,6520.48,19.434,-0.032,19.465,0.332,0.361,0.436,19.872,0.190
2346,2346,LMC_SC11,336912,5.165828,-68.88889,2007.84,6521.69,20.361,0.201,20.159,0.365,0.403,,,
2347,2347,LMC_SC11,336919,5.164536,-68.88875,1947.11,6523.14,20.159,0.907,19.251,0.155,0.128,0.335,20.498,0.141
2348,2348,LMC_SC11,336920,5.164881,-68.88886,1963.23,6522.12,20.037,0.166,19.871,0.243,0.279,0.788,20.829,0.211
2349,2349,LMC_SC11,336921,5.165550,-68.88869,1994.75,6523.42,20.299,0.426,19.873,0.222,0.171,0.222,20.523,0.149
2350,2350,LMC_SC11,336922,5.166317,-68.88892,2030.89,6521.41,,,19.169,,0.859,,,
2351,2351,LMC_SC11,336929,5.162453,-68.88858,1849.07,6524.67,,,20.222,,0.202,,21.292,0.248
2352,2352,LMC_SC11,336930,5.162525,-68.88869,1852.48,6523.87,20.545,0.227,20.318,0.199,0.306,-0.044,20.501,0.195
2353,2353,LMC_SC11,336931,5.163361,-68.88856,1891.83,6524.94,20.109,0.084,20.025,0.142,0.181,0.029,20.138,0.109
2354,2354,LMC_SC11,336932,5.164806,-68.88864,1959.75,6523.97,19.887,0.324,19.561,0.156,0.242,1.058,20.950,0.262
2355,2355,LMC_SC11,336935,5.165692,-68.88850,2001.44,6525.25,20.519,0.299,20.220,0.300,0.241,-0.043,20.476,0.255
2356,2356,LMC_SC11,336940,5.164156,-68.88803,1929.23,6529.36,18.828,-0.346,19.174,0.211,0.240,,,
2357,2357,LMC_SC11,336941,5.164106,-68.88831,1926.88,6527.11,18.550,-0.898,19.450,0.371,0.281,1.008,19.562,0.199
2358,2358,LMC_SC11,336942,5.164214,-68.88811,1931.91,6528.69,18.915,0.039,18.876,0.168,0.215,,,
2359,2359,LMC_SC11,336943,5.166142,-68.88856,2022.58,6524.52,,,19.901,,0.604,,,
2360,2360,LMC_SC11,336947,5.163197,-68.88825,1884.11,6527.58,,,20.075,,0.214,,20.293,0.166
2361,2361,LMC_SC11,336948,5.165242,-68.88828,1980.32,6527.17,20.277,0.354,19.923,0.213,0.191,0.178,20.458,0.222
2362,2362,LMC_SC11,336951,5.164011,-68.88803,1922.34,6529.49,19.035,-0.468,19.504,0.230,0.406,0.827,19.865,0.161
2363,2363,LMC_SC11,336952,5.164761,-68.88819,1957.72,6527.85,19.996,0.097,19.898,0.277,0.241,0.083,20.079,0.158
2364,2364,LMC_SC11,336953,5.165867,-68.88814,2009.64,6528.18,,,20.158,,0.335,,20.754,0.534
2365,2365,LMC_SC11,336955,5.166044,-68.88825,2018.01,6527.24,20.494,0.208,20.285,0.364,0.322,,,
2366,2366,LMC_SC11,336956,5.166278,-68.88808,2029.00,6528.77,,,19.887,,0.427,,20.770,0.456
2367,2367,LMC_SC11,336957,5.166542,-68.88808,2041.49,6528.59,,,20.945,,0.445,,,
2368,2368,LMC_SC11,336961,5.164269,-68.88781,1934.61,6531.30,19.511,-0.679,20.190,0.325,0.457,,,
2369,2369,LMC_SC11,336962,5.164686,-68.88789,1954.10,6530.72,20.277,0.754,19.522,0.158,0.173,,,
2370,2370,LMC_SC11,336963,5.165169,-68.88800,1976.93,6529.54,19.957,-0.157,20.114,0.289,0.264,,,
2371,2371,LMC_SC11,336964,5.165394,-68.88778,1987.47,6531.38,19.919,-0.228,20.147,0.190,0.288,,,
2372,2372,LMC_SC11,336965,5.165433,-68.88794,1989.28,6529.93,19.329,-0.240,19.569,0.175,0.318,0.537,19.869,0.121
2373,2373,LMC_SC11,336966,5.164092,-68.88775,1926.19,6531.82,19.275,-0.237,19.513,0.184,0.218,0.497,19.774,0.199
2374,2374,LMC_SC11,336967,5.164322,-68.88764,1937.02,6532.88,18.876,-0.155,19.030,0.169,0.282,,,
2375,2375,LMC_SC11,336968,5.165350,-68.88772,1985.32,6532.03,,,20.282,,0.353,,,
2376,2376,LMC_SC11,336969,5.165550,-68.88786,1994.73,6530.71,19.766,-0.072,19.838,0.163,0.216,0.605,20.374,0.226
2377,2377,LMC_SC11,336974,5.163450,-68.88781,1895.97,6531.54,,,20.254,,0.220,,,
2378,2378,LMC_SC11,336976,5.165467,-68.88769,1990.84,6532.29,19.560,-0.503,20.063,0.164,0.257,0.812,20.375,0.190
2379,2379,LMC_SC11,336982,5.163131,-68.88744,1880.96,6534.69,20.087,0.203,19.883,0.195,0.172,,,
2380,2380,LMC_SC11,336983,5.164231,-68.88728,1932.67,6535.91,19.011,-0.148,19.160,0.217,0.206,0.326,19.338,0.289
2381,2381,LMC_SC11,336987,5.164056,-68.88725,1924.52,6536.15,19.269,0.042,19.228,0.179,0.305,0.385,19.657,0.315
2382,2382,LMC_SC11,336988,5.164400,-68.88725,1940.67,6536.24,18.622,-0.660,19.283,0.209,0.306,,,
2383,2383,LMC_SC11,336989,5.164892,-68.88711,1963.81,6537.25,20.157,-0.030,20.187,0.172,0.252,0.057,20.214,0.233
2384,2384,LMC_SC11,336990,5.164844,-68.88744,1961.56,6534.54,19.951,-0.179,20.132,0.368,0.274,0.437,20.390,0.238
2385,2385,LMC_SC11,336991,5.164953,-68.88733,1966.65,6535.46,20.182,0.077,20.103,0.296,0.395,0.030,20.211,0.198
2386,2386,LMC_SC11,336997,5.163192,-68.88736,1883.82,6535.36,,,20.244,,0.207,,,
2387,2387,LMC_SC11,337000,5.164439,-68.88692,1942.56,6539.13,18.801,-0.432,19.233,0.204,0.248,,,
2388,2388,LMC_SC11,337005,5.163958,-68.88708,1919.95,6537.58,,,20.142,,0.443,,,
2389,2389,LMC_SC11,337006,5.164189,-68.88708,1930.83,6537.74,18.823,-0.058,18.880,0.218,0.280,0.449,19.275,0.256
2390,2390,LMC_SC11,337008,5.164303,-68.88686,1936.19,6539.70,19.199,0.153,19.044,0.211,0.352,0.333,19.533,0.202
2391,2391,LMC_SC11,337009,5.164336,-68.88700,1937.67,6538.33,18.686,-0.722,19.409,0.332,0.372,,,
2392,2392,LMC_SC11,337010,5.165042,-68.88686,1970.94,6539.39,19.619,-0.636,20.255,0.228,0.427,0.532,20.151,0.209
2393,2393,LMC_SC11,337012,5.162628,-68.88689,1857.32,6539.37,,,20.282,,0.236,,,
2394,2394,LMC_SC11,337013,5.164044,-68.88681,1923.94,6540.02,,,19.973,,0.340,,,
2395,2395,LMC_SC11,337014,5.164161,-68.88667,1929.43,6541.19,19.440,0.029,19.411,0.206,0.224,0.333,19.775,0.315
2396,2396,LMC_SC11,337015,5.164278,-68.88642,1935.01,6543.35,,,19.421,,0.264,,,
2397,2397,LMC_SC11,337016,5.164244,-68.88686,1933.36,6539.47,18.983,-0.254,19.237,0.371,0.394,0.586,19.572,0.326
2398,2398,LMC_SC11,337019,5.162836,-68.88658,1867.15,6542.10,20.384,0.212,20.172,0.115,0.198,0.262,20.648,0.146
2399,2399,LMC_SC11,337020,5.164386,-68.88661,1940.01,6541.85,18.826,-0.216,19.042,0.186,0.353,0.236,19.062,0.197
2400,2400,LMC_SC11,337021,5.166311,-68.88658,2030.65,6541.82,20.574,0.138,20.435,0.128,0.245,0.168,20.742,0.139
2401,2401,LMC_SC11,337030,5.164506,-68.88631,1945.69,6544.49,19.181,0.286,18.895,0.196,0.258,0.392,19.575,0.149
2402,2402,LMC_SC11,337031,5.164906,-68.88628,1964.52,6544.54,19.605,0.020,19.583,0.155,0.226,0.756,20.364,0.231
2403,2403,LMC_SC11,337032,5.165003,-68.88631,1969.01,6544.29,19.265,-0.459,19.725,0.220,0.340,0.736,20.003,0.161
2404,2404,LMC_SC11,337033,5.166069,-68.88622,2019.23,6545.05,,,19.959,,0.154,,21.517,0.326
2405,2405,LMC_SC11,337039,5.166436,-68.88631,2036.55,6544.19,,,20.625,,0.294,,,
2406,2406,LMC_SC11,337040,5.166653,-68.88628,2046.65,6544.40,,,19.560,,0.398,,,
2407,2407,LMC_SC11,337044,5.164308,-68.88611,1936.45,6546.07,19.071,-0.197,19.267,0.154,0.270,0.762,19.836,0.241
2408,2408,LMC_SC11,337045,5.164856,-68.88611,1962.19,6546.05,19.385,-0.315,19.701,0.242,0.224,0.712,20.099,0.265
2409,2409,LMC_SC11,337049,5.163139,-68.88603,1881.40,6546.92,,,20.253,,0.249,,,
2410,2410,LMC_SC11,337050,5.164414,-68.88589,1941.42,6547.96,19.714,0.065,19.649,0.237,0.341,-0.084,19.630,0.259
2411,2411,LMC_SC11,337051,5.166486,-68.88608,2038.91,6546.20,,,20.593,,0.255,,,
2412,2412,LMC_SC11,337054,5.165081,-68.88589,1972.71,6548.03,19.485,-0.409,19.894,0.164,0.388,0.701,20.189,0.239
2413,2413,LMC_SC11,337055,5.163394,-68.88578,1893.39,6549.17,,,20.197,,0.619,,20.260,0.221
2414,2414,LMC_SC11,337056,5.164925,-68.88567,1965.40,6550.00,19.644,-0.330,19.973,0.325,0.342,0.672,20.318,0.289
2415,2415,LMC_SC11,337057,5.165125,-68.88547,1974.79,6551.66,19.770,0.029,19.742,0.184,0.277,0.150,19.920,0.240
2416,2416,LMC_SC11,337061,5.162572,-68.88572,1854.73,6549.69,20.848,0.456,20.392,0.141,0.202,0.344,21.194,0.168
2417,2417,LMC_SC11,337062,5.164286,-68.88544,1935.43,6552.01,19.929,0.886,19.042,0.250,0.329,0.012,19.945,0.184
2418,2418,LMC_SC11,337063,5.164297,-68.88581,1935.88,6548.70,,,19.470,,0.398,,19.425,0.237
2419,2419,LMC_SC11,337064,5.164411,-68.88561,1941.25,6550.54,,,19.355,,0.361,,19.364,0.251
2420,2420,LMC_SC11,337069,5.164350,-68.88539,1938.38,6552.30,18.741,-0.319,19.061,0.461,0.451,0.464,19.206,0.261
2421,2421,LMC_SC11,337071,5.165647,-68.88536,1999.39,6552.44,,,20.377,,0.238,,,
2422,2422,LMC_SC11,337080,5.163544,-68.88536,1900.52,6552.82,20.640,0.052,20.589,0.416,0.282,-0.034,20.606,0.370
2423,2423,LMC_SC11,337081,5.164514,-68.88517,1946.06,6554.43,19.300,0.153,19.146,0.235,0.295,-0.032,19.268,0.194
2424,2424,LMC_SC11,337082,5.164869,-68.88522,1962.88,6553.72,19.665,0.207,19.457,0.244,0.218,0.781,20.449,0.240
2425,2425,LMC_SC11,337083,5.166083,-68.88519,2019.92,6553.89,20.115,0.047,20.067,0.133,0.172,0.014,20.129,0.144
2426,2426,LMC_SC11,337087,5.162450,-68.88528,1848.96,6553.55,,,20.985,,0.330,,,
2427,2427,LMC_SC11,337088,5.163917,-68.88531,1918.06,6553.25,20.041,-0.185,20.226,0.345,0.293,0.529,20.572,0.519
2428,2428,LMC_SC11,337090,5.163111,-68.88508,1880.16,6555.08,20.549,0.393,20.154,0.188,0.297,,,
2429,2429,LMC_SC11,337091,5.164217,-68.88514,1932.11,6554.56,19.568,0.398,19.170,0.249,0.241,-0.681,18.885,0.212
2430,2430,LMC_SC11,337092,5.165242,-68.88506,1980.34,6555.18,,,19.889,,0.348,,20.187,0.380
2431,2431,LMC_SC11,337093,5.166344,-68.88508,2032.27,6554.94,20.767,0.355,20.412,0.201,0.248,0.723,21.494,0.327
2432,2432,LMC_SC11,337097,5.162894,-68.88494,1869.89,6556.48,20.227,0.135,20.091,0.192,0.240,0.227,20.455,0.296
2433,2433,LMC_SC11,337098,5.164956,-68.88486,1966.90,6556.98,19.767,0.226,19.540,0.259,0.261,,,
2434,2434,LMC_SC11,337099,5.165392,-68.88475,1987.34,6557.93,19.601,-0.254,19.855,0.300,0.224,,,
2435,2435,LMC_SC11,337100,5.165397,-68.88500,1987.64,6555.70,,,20.232,,0.377,,20.190,0.314
2436,2436,LMC_SC11,337106,5.162728,-68.88489,1862.06,6556.77,20.736,0.445,20.291,0.168,0.209,,,
2437,2437,LMC_SC11,337107,5.164289,-68.88475,1935.55,6557.92,19.307,0.411,18.896,0.229,0.290,0.428,19.739,0.257
2438,2438,LMC_SC11,337108,5.166408,-68.88483,2035.21,6556.98,20.493,0.168,20.325,0.129,0.184,0.082,20.577,0.165
2439,2439,LMC_SC11,337110,5.164489,-68.88450,1944.90,6560.23,19.177,-0.102,19.279,0.324,0.418,0.151,19.329,0.299
2440,2440,LMC_SC11,337111,5.165153,-68.88486,1976.21,6556.89,19.666,-0.043,19.709,0.331,0.350,,,
2441,2441,LMC_SC11,337112,5.166161,-68.88464,2023.56,6558.81,,,19.749,,0.147,,20.729,0.256
2442,2442,LMC_SC11,337116,5.165539,-68.88458,1994.34,6559.37,19.995,-0.169,20.165,0.351,0.303,,,
2443,2443,LMC_SC11,337120,5.163194,-68.88458,1884.05,6559.42,20.532,0.113,20.419,0.141,0.255,0.143,20.676,0.221
2444,2444,LMC_SC11,337121,5.163644,-68.88458,1905.22,6559.42,19.757,-0.482,20.240,0.315,0.358,,,
2445,2445,LMC_SC11,337122,5.164631,-68.88442,1951.65,6560.73,,,18.936,,0.317,,,
2446,2446,LMC_SC11,337123,5.165994,-68.88444,2015.80,6560.36,20.208,-0.250,20.458,0.115,0.270,0.378,20.587,0.261
2447,2447,LMC_SC11,337127,5.162992,-68.88450,1874.55,6560.29,20.789,0.350,20.438,0.265,0.322,-0.605,20.182,0.239
2448,2448,LMC_SC11,337128,5.163494,-68.88439,1898.17,6561.26,,,20.322,,0.246,,,
2449,2449,LMC_SC11,337129,5.166497,-68.88436,2039.36,6561.15,,,20.502,,0.252,,,
2450,2450,LMC_SC11,337649,5.163950,-68.91475,1919.12,6296.89,,,19.383,,0.383,,20.776,0.382
2451,2451,LMC_SC11,337650,5.165675,-68.91081,2000.31,6331.10,,,19.449,,0.318,,,
2452,2452,LMC_SC11,337651,5.163869,-68.89867,1915.57,6436.83,19.974,0.334,19.639,0.274,0.426,0.255,20.231,0.276
2453,2453,LMC_SC11,337652,5.164003,-68.89811,1921.92,6441.75,,,20.136,,0.407,,,
2454,2454,LMC_SC11,337653,5.163594,-68.89722,1902.73,6449.40,,,19.058,,0.648,,20.936,0.392
2455,2455,LMC_SC11,337654,5.165911,-68.89697,2011.57,6451.36,18.492,0.313,18.179,0.258,0.295,0.289,18.783,0.506
2456,2456,LMC_SC11,337655,5.164189,-68.89022,1930.72,6510.33,20.024,0.109,19.913,0.177,0.272,0.227,20.252,0.312
2457,2457,LMC_SC11,337656,5.164167,-68.88950,1929.74,6516.57,18.992,-0.484,19.475,0.171,0.383,1.053,20.049,0.262
2458,2458,LMC_SC11,337657,5.164178,-68.88817,1930.19,6528.15,18.876,-0.365,19.242,0.419,0.352,0.237,19.114,0.127
2459,2459,LMC_SC11,337658,5.164253,-68.88792,1933.81,6530.31,18.358,-0.147,18.505,0.259,0.341,0.582,18.944,0.166
2460,2460,LMC_SC11,337659,5.164150,-68.88772,1928.92,6532.00,19.155,0.134,19.021,0.225,0.381,-0.090,19.065,0.201
2461,2461,LMC_SC11,337660,5.164411,-68.88769,1941.23,6532.40,18.751,0.408,18.343,0.306,0.368,,,
2462,2462,LMC_SC11,337661,5.164228,-68.88750,1932.65,6534.00,18.911,-0.202,19.113,0.300,0.431,0.506,19.419,0.170
2463,2463,LMC_SC11,337662,5.164292,-68.88736,1935.67,6535.20,18.247,-0.350,18.596,0.271,0.372,0.569,18.817,0.113
2464,2464,LMC_SC11,337663,5.164353,-68.88706,1938.50,6537.84,,,19.103,,0.394,,18.998,0.272
2465,2465,LMC_SC11,337664,5.164439,-68.88719,1942.48,6536.73,19.539,0.749,18.788,0.423,0.339,-0.709,18.829,0.148
2466,2466,LMC_SC11,337665,5.164628,-68.88497,1951.51,6555.99,19.141,0.099,19.043,0.159,0.292,0.237,19.380,0.155
2467,2467,LMC_SC11,337789,5.165022,-68.91847,1969.47,6264.32,,,20.945,,0.412,,,
2468,2468,LMC_SC11,337790,5.166067,-68.91856,2018.53,6263.55,20.804,0.125,20.679,0.267,0.317,,,
2469,2469,LMC_SC11,337792,5.164386,-68.91842,1939.62,6264.98,,,20.771,,0.272,,,
2470,2470,LMC_SC11,337798,5.166097,-68.91744,2019.93,6273.20,,,20.867,,0.371,,20.198,0.346
2471,2471,LMC_SC11,337803,5.163178,-68.91686,1882.86,6278.55,,,20.639,,0.325,,,
2472,2472,LMC_SC11,337805,5.166425,-68.91664,2035.34,6280.17,,,19.524,,0.594,,19.719,0.356
2473,2473,LMC_SC11,337806,5.165439,-68.91647,1989.07,6281.63,,,21.008,,0.345,,,
2474,2474,LMC_SC11,337809,5.164025,-68.91631,1922.67,6283.27,,,20.524,,0.315,,,
2475,2475,LMC_SC11,337811,5.164092,-68.91597,1925.84,6286.24,20.510,0.277,20.234,0.147,0.280,0.106,20.619,0.224
2476,2476,LMC_SC11,337814,5.164000,-68.91567,1921.46,6288.90,,,20.305,,0.360,,20.605,0.327
2477,2477,LMC_SC11,337815,5.164428,-68.91583,1941.55,6287.40,,,20.446,,0.284,,21.857,0.494
2478,2478,LMC_SC11,337819,5.162394,-68.91517,1846.11,6293.43,,,21.187,,0.382,,,
2479,2479,LMC_SC11,337823,5.164625,-68.91458,1950.94,6298.20,,,20.710,,0.325,,,
2480,2480,LMC_SC11,337824,5.166503,-68.91458,2039.16,6298.04,,,20.716,,0.294,,,
2481,2481,LMC_SC11,337827,5.163081,-68.91406,1878.34,6302.89,,,20.668,,0.281,,,
2482,2482,LMC_SC11,337828,5.166578,-68.91408,2042.59,6302.27,,,20.627,,0.305,,,
2483,2483,LMC_SC11,337831,5.163411,-68.91378,1893.86,6305.32,,,20.579,,0.296,,,
2484,2484,LMC_SC11,337832,5.163692,-68.91375,1906.98,6305.66,,,20.989,,0.351,,,
2485,2485,LMC_SC11,337835,5.164258,-68.91353,1933.61,6307.45,21.423,0.555,20.867,0.295,0.310,,,
2486,2486,LMC_SC11,337836,5.165211,-68.91347,1978.42,6307.89,,,21.040,,0.440,,,
2487,2487,LMC_SC11,337850,5.165869,-68.91036,2009.42,6334.80,,,20.539,,0.360,,,
2488,2488,LMC_SC11,337856,5.165183,-68.90919,1977.21,6345.10,,,20.599,,0.402,,,
2489,2489,LMC_SC11,337860,5.165425,-68.90872,1988.57,6349.30,,,20.692,,0.295,,,
2490,2490,LMC_SC11,337861,5.165578,-68.90878,1995.73,6348.61,21.407,0.584,20.822,0.318,0.314,,,
2491,2491,LMC_SC11,337863,5.163914,-68.90861,1917.56,6350.24,20.625,-0.077,20.702,0.198,0.285,0.042,20.667,0.238
2492,2492,LMC_SC11,337865,5.164192,-68.90853,1930.64,6350.88,,,20.679,,0.287,,20.714,0.408
2493,2493,LMC_SC11,337867,5.166189,-68.90769,2024.46,6358.15,,,20.543,,0.310,,,
2494,2494,LMC_SC11,337869,5.164322,-68.90731,1936.78,6361.57,20.420,-0.171,20.590,0.372,0.326,0.525,20.947,0.525
2495,2495,LMC_SC11,337870,5.164492,-68.90736,1944.75,6361.03,20.889,0.381,20.508,0.311,0.301,,,
2496,2496,LMC_SC11,337874,5.163928,-68.90722,1918.19,6362.37,,,20.449,,0.300,,,
2497,2497,LMC_SC11,337877,5.164156,-68.90614,1929.00,6371.77,20.383,0.083,20.299,0.402,0.452,,,
2498,2498,LMC_SC11,337881,5.165856,-68.90522,2008.85,6379.60,,,20.427,,0.570,,,
2499,2499,LMC_SC11,337884,5.165747,-68.90508,2003.71,6380.79,,,20.864,,0.368,,20.160,0.256
2500,2500,LMC_SC11,337886,5.164775,-68.90464,1958.05,6384.76,,,20.711,,0.338,,,
2501,2501,LMC_SC11,337888,5.165700,-68.90381,2001.60,6392.04,,,20.426,,0.401,,,
2502,2502,LMC_SC11,337889,5.163856,-68.90358,1914.92,6394.02,,,21.040,,0.413,,,
2503,2503,LMC_SC11,337890,5.166208,-68.90308,2025.49,6398.21,19.907,-0.459,20.367,0.222,0.338,-0.063,19.843,0.207
2504,2504,LMC_SC11,337893,5.166061,-68.90286,2018.53,6400.13,,,20.482,,0.313,,,
